Volatility 3 Framework 2.28.1

PID	Process	Value	Privilege	Attributes	Description
136	Registry	17	SeBackupPrivilege		Backup files and directories
136	Registry	18	SeRestorePrivilege		Restore files and directories
136	Registry	19	SeShutdownPrivilege		Shut down the system
136	Registry	20	SeDebugPrivilege		Debug programs
136	Registry	21	SeAuditPrivilege		Generate security audits
136	Registry	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
136	Registry	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
136	Registry	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
136	Registry	25	SeUndockPrivilege		Remove computer from docking station
136	Registry	26	SeSyncAgentPrivilege		Synch directory service data
136	Registry	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
136	Registry	28	SeManageVolumePrivilege		Manage the files on a volume
136	Registry	29	SeImpersonatePrivilege		Impersonate a client after authentication
136	Registry	30	SeCreateGlobalPrivilege		Create global objects
136	Registry	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
136	Registry	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
136	Registry	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
136	Registry	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
136	Registry	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
136	Registry	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
468	smss.exe	2	SeCreateTokenPrivilege	Present	Create a token object
468	smss.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
468	smss.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
468	smss.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
468	smss.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
468	smss.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
468	smss.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
468	smss.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
468	smss.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
468	smss.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
468	smss.exe	12	SeSystemtimePrivilege	Present	Change the system time
468	smss.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
468	smss.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
468	smss.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
468	smss.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
468	smss.exe	17	SeBackupPrivilege	Present	Backup files and directories
468	smss.exe	18	SeRestorePrivilege	Present	Restore files and directories
468	smss.exe	19	SeShutdownPrivilege	Present	Shut down the system
468	smss.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
468	smss.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
468	smss.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
468	smss.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
468	smss.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
468	smss.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
468	smss.exe	26	SeSyncAgentPrivilege		Synch directory service data
468	smss.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
468	smss.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
468	smss.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
468	smss.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
468	smss.exe	31	SeTrustedCredManAccessPrivilege	Present	Access Credential Manager as a trusted caller
468	smss.exe	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
468	smss.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
468	smss.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
468	smss.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
468	smss.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
680	csrss.exe	2	SeCreateTokenPrivilege	Present	Create a token object
680	csrss.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
680	csrss.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
680	csrss.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
680	csrss.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
680	csrss.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
680	csrss.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
680	csrss.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
680	csrss.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
680	csrss.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
680	csrss.exe	12	SeSystemtimePrivilege	Present	Change the system time
680	csrss.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
680	csrss.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
680	csrss.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
680	csrss.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
680	csrss.exe	17	SeBackupPrivilege	Present	Backup files and directories
680	csrss.exe	18	SeRestorePrivilege	Present	Restore files and directories
680	csrss.exe	19	SeShutdownPrivilege	Present	Shut down the system
680	csrss.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
680	csrss.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
680	csrss.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
680	csrss.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
680	csrss.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
680	csrss.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
680	csrss.exe	26	SeSyncAgentPrivilege		Synch directory service data
680	csrss.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
680	csrss.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
680	csrss.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
680	csrss.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
680	csrss.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
680	csrss.exe	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
680	csrss.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
680	csrss.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
680	csrss.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
680	csrss.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
752	wininit.exe	2	SeCreateTokenPrivilege		Create a token object
752	wininit.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
752	wininit.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
752	wininit.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
752	wininit.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
752	wininit.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
752	wininit.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
752	wininit.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
752	wininit.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
752	wininit.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
752	wininit.exe	12	SeSystemtimePrivilege		Change the system time
752	wininit.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
752	wininit.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
752	wininit.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
752	wininit.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
752	wininit.exe	17	SeBackupPrivilege	Present	Backup files and directories
752	wininit.exe	18	SeRestorePrivilege	Present	Restore files and directories
752	wininit.exe	19	SeShutdownPrivilege	Present	Shut down the system
752	wininit.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
752	wininit.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
752	wininit.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
752	wininit.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
752	wininit.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
752	wininit.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
752	wininit.exe	26	SeSyncAgentPrivilege		Synch directory service data
752	wininit.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
752	wininit.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
752	wininit.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
752	wininit.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
752	wininit.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
752	wininit.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
752	wininit.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
752	wininit.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
752	wininit.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
752	wininit.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
760	csrss.exe	2	SeCreateTokenPrivilege	Present	Create a token object
760	csrss.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
760	csrss.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
760	csrss.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
760	csrss.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
760	csrss.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
760	csrss.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
760	csrss.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
760	csrss.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
760	csrss.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
760	csrss.exe	12	SeSystemtimePrivilege	Present	Change the system time
760	csrss.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
760	csrss.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
760	csrss.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
760	csrss.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
760	csrss.exe	17	SeBackupPrivilege	Present	Backup files and directories
760	csrss.exe	18	SeRestorePrivilege	Present	Restore files and directories
760	csrss.exe	19	SeShutdownPrivilege	Present	Shut down the system
760	csrss.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
760	csrss.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
760	csrss.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
760	csrss.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
760	csrss.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
760	csrss.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
760	csrss.exe	26	SeSyncAgentPrivilege		Synch directory service data
760	csrss.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
760	csrss.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
760	csrss.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
760	csrss.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
760	csrss.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
760	csrss.exe	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
760	csrss.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
760	csrss.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
760	csrss.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
760	csrss.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
824	winlogon.exe	2	SeCreateTokenPrivilege		Create a token object
824	winlogon.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
824	winlogon.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
824	winlogon.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
824	winlogon.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
824	winlogon.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
824	winlogon.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
824	winlogon.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
824	winlogon.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
824	winlogon.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
824	winlogon.exe	12	SeSystemtimePrivilege		Change the system time
824	winlogon.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
824	winlogon.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
824	winlogon.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
824	winlogon.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
824	winlogon.exe	17	SeBackupPrivilege	Present	Backup files and directories
824	winlogon.exe	18	SeRestorePrivilege	Present	Restore files and directories
824	winlogon.exe	19	SeShutdownPrivilege	Present	Shut down the system
824	winlogon.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
824	winlogon.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
824	winlogon.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
824	winlogon.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
824	winlogon.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
824	winlogon.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
824	winlogon.exe	26	SeSyncAgentPrivilege		Synch directory service data
824	winlogon.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
824	winlogon.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
824	winlogon.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
824	winlogon.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
824	winlogon.exe	31	SeTrustedCredManAccessPrivilege	Present	Access Credential Manager as a trusted caller
824	winlogon.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
824	winlogon.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
824	winlogon.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
824	winlogon.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
824	winlogon.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
896	services.exe	2	SeCreateTokenPrivilege		Create a token object
896	services.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
896	services.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
896	services.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
896	services.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
896	services.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
896	services.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
896	services.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
896	services.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
896	services.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
896	services.exe	12	SeSystemtimePrivilege	Present	Change the system time
896	services.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
896	services.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
896	services.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
896	services.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
896	services.exe	17	SeBackupPrivilege	Present	Backup files and directories
896	services.exe	18	SeRestorePrivilege	Present	Restore files and directories
896	services.exe	19	SeShutdownPrivilege	Present	Shut down the system
896	services.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
896	services.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
896	services.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
896	services.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
896	services.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
896	services.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
896	services.exe	26	SeSyncAgentPrivilege		Synch directory service data
896	services.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
896	services.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
896	services.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
896	services.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
896	services.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
896	services.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
896	services.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
896	services.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
896	services.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
896	services.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
916	lsass.exe	2	SeCreateTokenPrivilege	Present,Enabled	Create a token object
916	lsass.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
916	lsass.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
916	lsass.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
916	lsass.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
916	lsass.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
916	lsass.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
916	lsass.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
916	lsass.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
916	lsass.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
916	lsass.exe	12	SeSystemtimePrivilege	Present	Change the system time
916	lsass.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
916	lsass.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
916	lsass.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
916	lsass.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
916	lsass.exe	17	SeBackupPrivilege	Present	Backup files and directories
916	lsass.exe	18	SeRestorePrivilege	Present	Restore files and directories
916	lsass.exe	19	SeShutdownPrivilege	Present	Shut down the system
916	lsass.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
916	lsass.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
916	lsass.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
916	lsass.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
916	lsass.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
916	lsass.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
916	lsass.exe	26	SeSyncAgentPrivilege		Synch directory service data
916	lsass.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
916	lsass.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
916	lsass.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
916	lsass.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
916	lsass.exe	31	SeTrustedCredManAccessPrivilege	Present	Access Credential Manager as a trusted caller
916	lsass.exe	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
916	lsass.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
916	lsass.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
916	lsass.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
916	lsass.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
516	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
516	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
516	svchost.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
516	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
516	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
516	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
516	svchost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
516	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
516	svchost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
516	svchost.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
516	svchost.exe	12	SeSystemtimePrivilege	Present	Change the system time
516	svchost.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
516	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
516	svchost.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
516	svchost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
516	svchost.exe	17	SeBackupPrivilege	Present	Backup files and directories
516	svchost.exe	18	SeRestorePrivilege	Present	Restore files and directories
516	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
516	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
516	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
516	svchost.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
516	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
516	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
516	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
516	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
516	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
516	svchost.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
516	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
516	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
516	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
516	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
516	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
